brand,year,selling_price,km_driven,fuel_type,transmission,owner_type
Mercedes,2014,52.53103375435709,56838,Diesel,Manual,Second Owner
Bmw,2005,37.41929563841639,71383,Petrol,Automatic,First Owner
Toyota,2016,30.084440549720544,28571,Petrol,Manual,First Owner
Bmw,2013,31.487891017039466,183533,Diesel,Manual,First Owner
Bmw,2022,36.598256833701754,147805,Diesel,Manual,First Owner
Skoda,2010,12.056005536506376,54081,Diesel,Manual,First Owner
Renault,2013,8.238356673331936,74249,Petrol,Manual,First Owner
Renault,2006,3.0,232802,Petrol,Manual,Third Owner
Renault,2021,3.0,228664,Diesel,Automatic,Second Owner
Hyundai,2020,13.597451028195339,35174,Diesel,Manual,Third Owner
Hyundai,2011,3.0,155284,Petrol,Manual,Third Owner
Maruti,2013,9.019191323953503,84155,Petrol,Manual,Second Owner
Bmw,2020,38.760852333078844,93104,Diesel,Manual,First Owner
Ford,2010,3.0,151948,Petrol,Automatic,First Owner
Skoda,2009,3.0,246236,Diesel,Manual,First Owner
Audi,2009,30.36643340584682,147783,Diesel,Manual,Third Owner
Mahindra,2017,3.0,238532,Petrol,Manual,Third Owner
Hyundai,2008,3.0,205988,Petrol,Manual,Second Owner
Honda,2006,3.0,195760,Petrol,Manual,First Owner
Nissan,2007,3.0,198626,Diesel,Manual,First Owner
Maruti,2022,3.0,198962,Cng,Automatic,First Owner
Mahindra,2020,16.22630805889017,67549,Petrol,Manual,First Owner
Maruti,2022,3.0,244431,Petrol,Manual,Fourth & Above Owner
Ford,2009,3.0,229989,Petrol,Manual,First Owner
Kia,2012,5.16823059635534,152111,Diesel,Manual,Fourth & Above Owner
Audi,2013,30.047747700844944,179234,Petrol,Manual,Second Owner
Renault,2014,3.0,220604,Diesel,Automatic,First Owner
Mahindra,2005,7.815702410405181,42394,Petrol,Manual,First Owner
Honda,2015,16.06392865147082,20882,Petrol,Manual,First Owner
Renault,2005,3.0,248941,Petrol,Manual,Second Owner
Toyota,2009,17.761947316645028,140745,Diesel,Manual,Second Owner
Audi,2010,24.48313679249835,181911,Diesel,Manual,First Owner
Kia,2017,12.37491860435768,128116,Petrol,Manual,First Owner
Tata,2021,6.766830164288427,131752,Petrol,Manual,First Owner
Tata,2017,7.9980746764491,14242,Cng,Manual,First Owner
Hyundai,2012,7.908740812313434,75908,Diesel,Manual,Second Owner
Audi,2014,44.544611204238336,26303,Petrol,Automatic,Second Owner
Ford,2014,3.0,110913,Diesel,Manual,First Owner
Toyota,2007,25.422144133991825,10350,Cng,Manual,Third Owner
Tata,2022,3.0,201632,Petrol,Manual,First Owner
Hyundai,2021,10.648517733566628,77033,Petrol,Manual,Third Owner
Renault,2009,3.0,186583,Petrol,Automatic,Second Owner
Audi,2007,42.55691084335843,18110,Petrol,Manual,Second Owner
Tata,2007,8.14096472898234,13161,Diesel,Manual,First Owner
Maruti,2016,3.0,108674,Petrol,Automatic,Second Owner
Renault,2005,3.0,198070,Petrol,Manual,Second Owner
Audi,2006,26.20753533776592,204122,Petrol,Manual,First Owner
Honda,2016,6.983103481081269,138436,Diesel,Manual,First Owner
Tata,2007,3.0,155388,Petrol,Manual,Second Owner
Mahindra,2006,4.319299688920163,173744,Petrol,Manual,First Owner
Mercedes,2005,37.45738917327603,170078,Petrol,Manual,Second Owner
Skoda,2017,3.037755340927376,186591,Diesel,Manual,First Owner
Mercedes,2011,54.34657211971133,12719,Petrol,Manual,First Owner
Renault,2010,3.0,110071,Petrol,Automatic,Second Owner
Audi,2016,26.388675260563137,210683,Diesel,Manual,First Owner
Honda,2008,4.299536123696714,112745,Petrol,Manual,First Owner
Maruti,2014,10.563221549708253,40816,Diesel,Manual,First Owner
Honda,2013,3.0,167994,Petrol,Manual,Third Owner
Audi,2017,39.19157767978113,79149,Diesel,Manual,First Owner
Bmw,2016,37.23376362048249,130282,Petrol,Manual,Second Owner
Kia,2017,10.666278976078072,131614,Petrol,Manual,Second Owner
Kia,2008,5.424585226788049,175605,Petrol,Manual,First Owner
Tata,2007,3.0,232848,Cng,Manual,First Owner
Maruti,2014,3.0,174936,Diesel,Manual,First Owner
Toyota,2006,6.724830711239755,249546,Petrol,Manual,First Owner
Nissan,2013,12.581817413019873,9644,Petrol,Manual,Third Owner
Skoda,2016,3.0,196751,Petrol,Manual,Second Owner
Hyundai,2019,12.526075416398314,107191,Petrol,Manual,Third Owner
Mahindra,2016,4.899845056948389,183681,Petrol,Manual,Third Owner
Volkswagen,2022,17.100124571678958,25882,Diesel,Manual,First Owner
Bmw,2015,35.81441950565819,134282,Petrol,Manual,Second Owner
Kia,2013,19.991997583866358,12335,Diesel,Manual,First Owner
Mercedes,2009,39.843840506092484,168078,Petrol,Manual,Second Owner
Tata,2017,7.686296835817359,58053,Diesel,Manual,Fourth & Above Owner
Maruti,2019,14.26186080378754,40383,Petrol,Manual,First Owner
Bmw,2010,39.3323495126464,24367,Petrol,Manual,Second Owner
Volkswagen,2006,8.391041512073611,70953,Diesel,Manual,First Owner
Nissan,2005,3.0,240143,Petrol,Manual,Third Owner
Volkswagen,2016,3.0,246237,Diesel,Manual,First Owner
Renault,2016,9.92183295295798,24690,Diesel,Manual,First Owner
Toyota,2007,4.463481711938697,245005,Lpg,Manual,Third Owner
Hyundai,2005,3.0,148958,Diesel,Manual,First Owner
Nissan,2016,15.859235197849685,84128,Petrol,Manual,First Owner
Skoda,2012,3.0,235870,Petrol,Automatic,Second Owner
Mahindra,2012,14.992072450119732,64056,Diesel,Manual,Second Owner
Audi,2009,37.555747706131456,49514,Petrol,Manual,First Owner
Honda,2017,10.56615763411758,61231,Petrol,Automatic,First Owner
Ford,2018,12.129775919880437,40706,Petrol,Manual,First Owner
Skoda,2005,4.4586802207886995,123791,Diesel,Manual,First Owner
Skoda,2006,7.63411563831261,39440,Petrol,Manual,Fourth & Above Owner
Mahindra,2014,19.09247637261088,59822,Petrol,Manual,Second Owner
Toyota,2015,21.847813879642278,95983,Lpg,Automatic,Second Owner
Skoda,2007,3.0,163881,Diesel,Manual,First Owner
Nissan,2007,3.0,215220,Petrol,Automatic,Third Owner
Hyundai,2017,11.137036328071332,23330,Petrol,Automatic,First Owner
Skoda,2013,3.0,159520,Diesel,Automatic,Fourth & Above Owner
Renault,2007,10.359164055373254,30400,Petrol,Manual,Fourth & Above Owner
Volkswagen,2015,3.0,247730,Diesel,Manual,Fourth & Above Owner
Hyundai,2006,6.726771442064155,72848,Diesel,Manual,First Owner
Audi,2009,24.71459493624748,214927,Petrol,Manual,First Owner
Audi,2017,28.376945889013506,195473,Petrol,Automatic,Second Owner
Bmw,2009,36.54595759475751,84467,Petrol,Manual,First Owner
Mercedes,2006,52.53634320105439,84205,Petrol,Manual,First Owner
Kia,2022,14.732410633428115,82688,Diesel,Automatic,Second Owner
Skoda,2009,4.787260123398257,120350,Petrol,Manual,Second Owner
Mercedes,2014,48.56259320843881,113300,Lpg,Automatic,First Owner
Kia,2019,5.667985361612306,165872,Diesel,Manual,First Owner
Audi,2022,39.25250807415511,118757,Petrol,Manual,Second Owner
Audi,2019,28.79193349445489,198192,Petrol,Manual,First Owner
Volkswagen,2011,6.130090182664081,119281,Petrol,Manual,Second Owner
Mercedes,2020,52.819536564279204,80241,Petrol,Automatic,Third Owner
Hyundai,2005,4.597603043759925,85044,Diesel,Manual,Third Owner
Renault,2010,3.0,184087,Petrol,Manual,Second Owner
Ford,2008,10.769016258131002,39442,Petrol,Automatic,Second Owner
Nissan,2014,10.684229811242396,75086,Petrol,Manual,Third Owner
Hyundai,2021,7.555114394765255,81364,Petrol,Manual,First Owner
Bmw,2018,33.89684975216936,162894,Diesel,Manual,Third Owner
Mahindra,2022,18.991922446152756,36623,Lpg,Automatic,First Owner
Nissan,2007,8.057009940467971,115465,Diesel,Automatic,Second Owner
Skoda,2018,3.0,170285,Lpg,Manual,First Owner
Tata,2018,3.0,232023,Diesel,Manual,First Owner
Nissan,2013,8.776281219341636,112221,Petrol,Automatic,Second Owner
Renault,2006,3.0,245612,Diesel,Automatic,First Owner
Kia,2006,3.6450811235914116,153884,Petrol,Manual,First Owner
Audi,2021,34.46213753688297,194660,Petrol,Manual,Second Owner
Maruti,2010,7.7534812676736085,64512,Cng,Manual,Second Owner
Tata,2016,3.0,229288,Diesel,Manual,Second Owner
Ford,2022,13.526665729030796,68496,Cng,Manual,Third Owner
Tata,2013,9.267270741874771,38443,Petrol,Manual,First Owner
Hyundai,2008,11.579763660123394,24361,Diesel,Manual,Fourth & Above Owner
Kia,2013,9.039198630255024,165343,Petrol,Automatic,First Owner
Nissan,2009,3.0,158941,Petrol,Manual,First Owner
Ford,2008,12.347045892203932,53600,Diesel,Automatic,First Owner
Tata,2019,3.0,220276,Petrol,Manual,Second Owner
Mahindra,2011,15.079166666645275,72857,Diesel,Automatic,First Owner
Nissan,2017,5.361879993255421,154411,Diesel,Manual,First Owner
Toyota,2018,18.784324124642428,133091,Diesel,Manual,Second Owner
Maruti,2014,3.0,150120,Petrol,Manual,Third Owner
Honda,2014,3.0,186786,Petrol,Manual,Third Owner
Ford,2008,3.0,232206,Cng,Manual,First Owner
Bmw,2014,31.641867630157662,181766,Diesel,Manual,First Owner
Honda,2018,3.0,227259,Petrol,Manual,Second Owner
Nissan,2008,3.0,218017,Petrol,Automatic,Third Owner
Bmw,2009,36.8612214965765,92937,Petrol,Manual,First Owner
Kia,2017,12.281818004298955,142022,Lpg,Manual,Second Owner
Honda,2022,14.17567005555769,53530,Petrol,Manual,First Owner
Bmw,2012,23.904031068972248,231953,Diesel,Manual,First Owner
Honda,2019,3.0,241915,Petrol,Manual,First Owner
Audi,2008,28.547709812447067,222532,Petrol,Manual,Third Owner
Mercedes,2015,49.36818538055776,186929,Diesel,Manual,Second Owner
Toyota,2021,19.811799260169792,213019,Diesel,Manual,First Owner
Kia,2012,3.0,199548,Petrol,Manual,Second Owner
Skoda,2014,10.059095912440142,61232,Petrol,Manual,First Owner
Nissan,2007,4.7160256227590835,69640,Diesel,Manual,First Owner
Tata,2014,3.51904747181191,135204,Petrol,Manual,Third Owner
Audi,2015,40.37798378962074,108021,Petrol,Automatic,First Owner
Hyundai,2022,5.631829429826311,185377,Diesel,Manual,Third Owner
Hyundai,2008,3.0,185343,Petrol,Automatic,Third Owner
Kia,2011,3.0,244145,Diesel,Manual,Second Owner
Mahindra,2016,3.532338927051148,198169,Petrol,Automatic,Second Owner
Skoda,2021,20.44335187913476,7853,Diesel,Manual,Third Owner
Ford,2009,7.783314690027155,88417,Diesel,Manual,First Owner
Toyota,2017,22.390903885729543,85143,Diesel,Manual,Second Owner
Hyundai,2020,5.685291014920734,160221,Diesel,Automatic,First Owner
Audi,2016,37.677713624808746,88875,Diesel,Manual,Second Owner
Audi,2012,23.372207418892163,244733,Petrol,Manual,Second Owner
Renault,2009,3.0,75690,Petrol,Manual,First Owner
Skoda,2010,8.326482316097087,112199,Petrol,Manual,First Owner
Toyota,2005,9.58882283606293,205268,Diesel,Manual,Second Owner
Volkswagen,2007,4.399152915953861,94953,Petrol,Manual,Fourth & Above Owner
Toyota,2012,29.62793590191075,16042,Petrol,Manual,Second Owner
Volkswagen,2007,10.97388488369785,86410,Petrol,Manual,First Owner
Mahindra,2005,9.230396775017955,93061,Diesel,Manual,Fourth & Above Owner
Renault,2017,3.0,154974,Petrol,Manual,Third Owner
Volkswagen,2006,3.0,179362,Petrol,Manual,Second Owner
Volkswagen,2007,3.2583427038702126,139436,Diesel,Manual,First Owner
Ford,2015,9.228786589065802,104651,Cng,Manual,First Owner
Bmw,2021,38.86162200563848,128178,Diesel,Manual,First Owner
Renault,2018,11.04181074242263,40295,Petrol,Manual,Third Owner
Toyota,2005,26.635936638571884,49347,Diesel,Automatic,First Owner
Tata,2008,3.0,154658,Petrol,Manual,Second Owner
Bmw,2018,30.04567985344749,217028,Petrol,Manual,Third Owner
Kia,2018,13.860421376759913,133039,Petrol,Automatic,Second Owner
Mercedes,2012,51.447440340614264,19788,Petrol,Automatic,First Owner
Bmw,2022,29.053622850720718,245550,Diesel,Manual,First Owner
Nissan,2020,12.831127033514012,84410,Petrol,Manual,Second Owner
Nissan,2018,5.553423263895062,188388,Diesel,Manual,First Owner
Renault,2018,3.0,224938,Diesel,Manual,First Owner
Hyundai,2019,3.0,246613,Petrol,Manual,First Owner
Bmw,2007,41.27520394419506,33530,Petrol,Manual,Second Owner
Bmw,2017,43.16703780021824,50656,Diesel,Manual,Second Owner
Toyota,2021,15.759611298000138,163124,Petrol,Manual,First Owner
Skoda,2009,3.0,191590,Petrol,Manual,Second Owner
Nissan,2005,3.0,209527,Petrol,Manual,First Owner
Toyota,2011,19.982386055581962,140151,Petrol,Manual,First Owner
Renault,2009,9.516575834344478,43849,Petrol,Manual,Third Owner
Mahindra,2022,6.2386261692021705,179564,Diesel,Manual,First Owner
Mahindra,2013,3.0,168747,Petrol,Automatic,Second Owner
Tata,2016,3.4555039446696885,119550,Petrol,Manual,First Owner
Honda,2022,6.003068065946189,161214,Diesel,Automatic,First Owner
Toyota,2019,26.06299737663627,57035,Diesel,Automatic,Second Owner
Mahindra,2018,4.735945417221519,203662,Diesel,Manual,Second Owner
Ford,2022,13.577962758529951,16205,Petrol,Automatic,Second Owner
Bmw,2017,34.753550065964575,210551,Lpg,Manual,Third Owner
Toyota,2009,9.216662455832283,210380,Petrol,Manual,Third Owner
Volkswagen,2018,6.264157226770951,173430,Petrol,Manual,First Owner
Toyota,2010,9.40511274552971,204628,Diesel,Manual,Second Owner
Audi,2010,23.86140706370614,228650,Petrol,Manual,Second Owner
Bmw,2016,44.64001404731015,44822,Diesel,Automatic,Second Owner
Kia,2010,8.263889190010676,138440,Lpg,Manual,First Owner
Maruti,2005,3.0,163069,Petrol,Manual,Fourth & Above Owner
Skoda,2022,3.0,235959,Petrol,Automatic,First Owner
Honda,2015,3.0,185744,Petrol,Automatic,Third Owner
Maruti,2017,3.0,150619,Petrol,Manual,First Owner
Audi,2019,34.653134407952045,141618,Diesel,Manual,Third Owner
Mahindra,2016,21.461180262669753,40212,Lpg,Manual,First Owner
Mahindra,2015,14.03055607573449,82721,Diesel,Manual,First Owner
Kia,2019,14.748828422531785,111133,Lpg,Manual,First Owner
Tata,2010,3.0,220831,Petrol,Manual,Second Owner
Volkswagen,2019,3.0,216149,Petrol,Automatic,First Owner
Tata,2018,3.0,162397,Petrol,Manual,Second Owner
Hyundai,2008,10.830299666171868,30963,Diesel,Manual,Third Owner
Maruti,2007,3.0,181453,Petrol,Manual,Third Owner
Maruti,2020,11.130472770668135,117441,Petrol,Manual,First Owner
Renault,2021,3.0,164768,Petrol,Automatic,First Owner
Ford,2022,11.058030097805949,111143,Petrol,Manual,Third Owner
Maruti,2006,3.0,181715,Diesel,Manual,Fourth & Above Owner
Honda,2021,14.214421326866207,58294,Diesel,Manual,First Owner
Toyota,2020,25.641754181725947,40541,Petrol,Automatic,First Owner
Volkswagen,2018,11.630493665305195,58872,Petrol,Manual,First Owner
Kia,2013,3.00039745541304,231035,Petrol,Manual,First Owner
Audi,2014,44.57859543899389,23479,Petrol,Manual,Third Owner
Nissan,2012,3.0,75023,Petrol,Manual,First Owner
Mahindra,2005,10.418781578118818,88905,Diesel,Automatic,Second Owner
Tata,2014,3.0,209955,Diesel,Manual,First Owner
Mercedes,2009,46.00856108161819,93012,Diesel,Manual,First Owner
Toyota,2008,10.430939330135363,223879,Diesel,Automatic,Second Owner
Skoda,2006,3.0,247071,Petrol,Manual,Second Owner
Ford,2013,3.0,164549,Diesel,Manual,First Owner
Tata,2005,3.0,89044,Diesel,Manual,First Owner
Skoda,2020,4.434667351257729,151583,Petrol,Automatic,First Owner
Volkswagen,2021,6.42912742936226,168964,Petrol,Automatic,Third Owner
Skoda,2019,15.887713094172755,31716,Petrol,Manual,Third Owner
Ford,2010,3.0,209091,Petrol,Manual,Second Owner
Hyundai,2007,4.900879474516612,111874,Petrol,Manual,Fourth & Above Owner
Audi,2014,25.713984959035066,212224,Petrol,Manual,Second Owner
Hyundai,2017,3.371131281623245,154852,Cng,Manual,First Owner
Bmw,2005,26.88973460129282,215901,Diesel,Automatic,First Owner
Ford,2020,16.223182062749956,25057,Diesel,Manual,Third Owner
Mercedes,2012,51.54638927729323,15394,Diesel,Manual,Second Owner
Nissan,2019,14.193852601881266,32308,Lpg,Manual,Fourth & Above Owner
Ford,2006,3.0,219251,Petrol,Manual,Second Owner
Nissan,2012,3.0,248402,Petrol,Manual,Third Owner
Hyundai,2013,3.0,249674,Diesel,Manual,Second Owner
Hyundai,2005,3.0,86397,Cng,Manual,Third Owner
Kia,2017,18.259897093719026,69749,Diesel,Automatic,Fourth & Above Owner
Volkswagen,2021,12.506267985326575,90684,Petrol,Manual,First Owner
Ford,2014,3.0,205212,Diesel,Manual,Second Owner
Mahindra,2012,15.385801422747926,66624,Petrol,Manual,First Owner
Toyota,2016,18.013644191815644,139107,Petrol,Manual,Third Owner
Audi,2011,24.757189390235123,163274,Petrol,Automatic,Second Owner
Skoda,2011,3.0,93540,Diesel,Manual,First Owner
Nissan,2018,4.086731612761476,120903,Petrol,Manual,First Owner
Ford,2015,3.0,167966,Petrol,Manual,First Owner
Ford,2009,3.0,198655,Diesel,Automatic,First Owner
Mahindra,2012,16.076695821066938,51457,Petrol,Automatic,First Owner
Hyundai,2020,6.409989799297835,130561,Diesel,Manual,Fourth & Above Owner
Ford,2014,7.449707362709613,42813,Petrol,Manual,Second Owner
Volkswagen,2006,11.946640458479347,8776,Diesel,Automatic,Fourth & Above Owner
Hyundai,2020,3.908983450193499,163067,Petrol,Automatic,First Owner
Ford,2018,10.28324758567858,123258,Lpg,Automatic,First Owner
Bmw,2009,40.55778658649789,68554,Cng,Manual,Fourth & Above Owner
Skoda,2022,15.577240472393925,18520,Petrol,Manual,Second Owner
Kia,2022,3.471923703971843,236756,Diesel,Manual,First Owner
Honda,2022,5.33626467153229,207562,Diesel,Automatic,Third Owner
Honda,2011,3.0,234143,Petrol,Automatic,First Owner
Nissan,2021,11.162859204935721,32846,Diesel,Manual,First Owner
Audi,2019,46.52015829580325,8448,Diesel,Manual,Second Owner
Toyota,2020,27.756405985269065,58153,Petrol,Manual,Second Owner
Audi,2014,40.63790082445684,29620,Cng,Manual,Second Owner
Mahindra,2010,6.568811066366587,117691,Petrol,Manual,First Owner
Ford,2009,3.0,163130,Cng,Manual,First Owner
Toyota,2022,23.43941074996583,52820,Lpg,Manual,First Owner
Kia,2014,8.339585886443967,102184,Petrol,Manual,First Owner
Maruti,2021,3.0442895239559613,137108,Petrol,Manual,First Owner
Skoda,2014,12.53607378044471,82744,Diesel,Manual,Second Owner
Toyota,2014,16.56009830318993,117871,Diesel,Automatic,Third Owner
Maruti,2006,3.0,149620,Petrol,Manual,Fourth & Above Owner
Bmw,2012,25.77715319186266,238368,Petrol,Manual,Third Owner
Audi,2015,38.128023303296594,80999,Diesel,Manual,First Owner
Mahindra,2006,13.775899543858605,26651,Petrol,Manual,Second Owner
Maruti,2007,3.0,217786,Diesel,Manual,Third Owner
Hyundai,2015,3.0,146299,Diesel,Manual,First Owner
Ford,2009,5.719929259181324,120658,Lpg,Automatic,First Owner
Hyundai,2017,3.5796131517469254,181497,Petrol,Manual,First Owner
Audi,2013,24.978045926036614,245393,Cng,Manual,Second Owner
Hyundai,2012,9.853504238044076,36268,Diesel,Automatic,Fourth & Above Owner
Mercedes,2007,35.40050690281426,215850,Cng,Automatic,First Owner
Nissan,2012,3.016386121350863,160933,Petrol,Manual,Second Owner
Audi,2014,30.057887207655387,148417,Diesel,Automatic,Second Owner
Kia,2015,3.0,216738,Diesel,Manual,Third Owner
Kia,2009,13.010084728122608,79521,Diesel,Automatic,First Owner
Maruti,2005,3.0,197951,Petrol,Manual,Second Owner
Honda,2021,7.7438121289995285,144783,Petrol,Manual,Third Owner
Mercedes,2022,42.701399605333584,234116,Petrol,Automatic,Fourth & Above Owner
Honda,2021,10.64567615313305,119594,Petrol,Automatic,First Owner
Mercedes,2010,37.85877591563313,181543,Diesel,Manual,First Owner
Mercedes,2015,47.78407473775332,126844,Lpg,Manual,Third Owner
Kia,2007,8.32542302298314,101526,Diesel,Automatic,Third Owner
Toyota,2021,26.20530301435026,96985,Petrol,Manual,First Owner
Honda,2005,3.0,230510,Petrol,Manual,First Owner
Maruti,2013,3.0,210271,Petrol,Manual,First Owner
Toyota,2020,24.80831152868142,60212,Petrol,Automatic,Second Owner
Toyota,2018,11.310706172262773,217076,Diesel,Manual,First Owner
Ford,2020,11.13360721629427,148007,Petrol,Manual,First Owner
Ford,2013,5.8798762963566995,30521,Petrol,Manual,Third Owner
Skoda,2006,3.0,192586,Diesel,Manual,First Owner
Mercedes,2005,52.4252411716464,44762,Petrol,Manual,Fourth & Above Owner
Audi,2007,25.669918965179193,218708,Petrol,Manual,First Owner
Maruti,2006,3.0,116349,Petrol,Manual,First Owner
Renault,2013,3.0,229552,Petrol,Automatic,Fourth & Above Owner
Audi,2005,31.72817441122472,123361,Diesel,Manual,First Owner
Tata,2008,5.785328720416378,25819,Petrol,Manual,First Owner
Ford,2012,3.0,192839,Diesel,Manual,First Owner
Audi,2018,31.18646647546365,182884,Petrol,Automatic,Second Owner
Mercedes,2017,52.390467804385025,79075,Petrol,Manual,Second Owner
Skoda,2006,9.572876332560346,55005,Diesel,Manual,Fourth & Above Owner
Ford,2021,3.0,216632,Petrol,Manual,Fourth & Above Owner
Honda,2014,3.761530640447321,195884,Petrol,Manual,First Owner
Honda,2011,7.711620611253337,77975,Petrol,Manual,First Owner
